"","iid","gender","attr_o","intel_o","sinc_o","fun_o","amb_o","dec_o","race_o","race","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"701",50,1,6,6,5,7,8,1,3,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"702",50,1,5,9,8,5,8,0,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"703",50,1,7,7,7,7,7,1,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"704",50,1,7,8,7,8,7,1,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"705",50,1,9,8,7,9,8,1,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"706",50,1,7,8,8,9,8,0,4,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"707",50,1,7,7,9,7,10,1,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"708",50,1,4,6,4,6,7,0,4,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"709",50,1,6,8,8,10,8,1,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"710",50,1,5,8,4,5,8,0,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"711",50,1,6,6,3,8,4,1,2,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"712",50,1,8,8,8,9,9,1,1,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"713",50,1,5,8,6,10,8,1,3,1,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
"714",51,1,7,6,4,4,4,0,4,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"715",51,1,3,5,4,4,4,0,1,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"716",51,1,7,5,6,4,4,0,4,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"717",51,1,6,8,6,7,8,0,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"718",51,1,6,8,5,7,10,0,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"719",51,1,6,6,7,5,6,0,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"720",51,1,1,6,2,1,6,0,3,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"721",51,1,5,6,4.5,4,5.5,1,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"722",51,1,6,7,7,4,6,1,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"723",51,1,5,5,5,2,4,0,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"724",51,1,4,5,6,5,5,0,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"725",51,1,5,7,6,6,7,0,4,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"726",51,1,7,9,5,1,9,0,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"727",51,1,3,4,3,2,2,0,4,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"728",51,1,8,6,8,6,7,1,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"729",51,1,5,6,2,2,5,1,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"730",51,1,7,7,4,7,6,1,2,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"731",51,1,8,9,7,8,8,0,1,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"732",51,1,3,8,1,1,9,0,3,2,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
"733",52,1,5,8,8,5,8,0,4,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"734",52,1,3,7,6,5,5,0,1,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"735",52,1,6,5,6,7,5,0,4,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"736",52,1,4,NA,NA,6,8,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"737",52,1,5,7,4,5,9,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"738",52,1,2,6,7,4,4,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"739",52,1,1,7,3,1,4,0,3,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"740",52,1,NA,NA,NA,NA,NA,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"741",52,1,6,8,8,5,7,1,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"742",52,1,3,8,7,6,7,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"743",52,1,3,8,8,5,5,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"744",52,1,4,6,7,6,9,0,4,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"745",52,1,9,8,9,9,7,1,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"746",52,1,4,5,4,4,5,0,4,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"747",52,1,6,10,7,7,7,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"748",52,1,1,5,5,2,5,0,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"749",52,1,2,6,6,6,4,1,2,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"750",52,1,2,9,9,3,8,0,1,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"751",52,1,3,9,9,6,9,1,3,2,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
"752",53,1,6,7,8,7,7,0,4,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"753",53,1,7,8,7,6,7,1,1,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"754",53,1,NA,NA,NA,NA,NA,0,4,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"755",53,1,8,NA,NA,7,8,1,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"756",53,1,7,9,8,7,8,0,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"757",53,1,6,8,8,6,7,0,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"758",53,1,6,8,4,3,8,0,3,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"759",53,1,6,7,6,5,6,1,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"760",53,1,9,8,8,5,7,1,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"761",53,1,7,8,7,7,9,1,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"762",53,1,7,7,7,6,6,0,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"763",53,1,7,9,6,8,9,0,4,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"764",53,1,8,5,7,6,7,0,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"765",53,1,5,6,4,3,7,0,4,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"766",53,1,8,8,8,8,8,1,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"767",53,1,9,8,8,5,6,1,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"768",53,1,7,7,7,4,7,1,2,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"769",53,1,3,9,9,3,9,0,1,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"770",53,1,8,9,7,5,5,1,3,2,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
"771",54,1,6,7,8,6,8,0,4,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"772",54,1,4,5,5,4,5,0,1,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"773",54,1,6,6,7,6,5,0,4,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"774",54,1,6,NA,8,8,8,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"775",54,1,5,8,8,6,9,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"776",54,1,2,7,8,2,7,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"777",54,1,2,7,4,3,6,0,3,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"778",54,1,4,6.5,5,5,5,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"779",54,1,6,6,7,4,6,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"780",54,1,3,8,5,4,7,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"781",54,1,4,6,5,4,5,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"782",54,1,7,9,6,8,9,0,4,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"783",54,1,5,5,6,5,6,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"784",54,1,4,6,6,5,7,0,4,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"785",54,1,6,8,8,6,7,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"786",54,1,3,6,4,4,5,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"787",54,1,4,4,3,2,3,0,2,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"788",54,1,3,9,9,5,9,0,1,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"789",54,1,4,8,8,5,6,0,3,2,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
"790",55,1,5,9,9,8,9,0,4,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"791",55,1,6,7,7,7,7,1,1,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"792",55,1,6,7,8,6,7,0,4,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"793",55,1,8,7,7,NA,NA,0,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"794",55,1,7,7,7,8,8,0,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"795",55,1,6,6,6,6,6,0,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"796",55,1,5,6,6,4,3,0,3,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"797",55,1,4,6,6,5,6,0,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"798",55,1,6,7,8,6,5,1,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"799",55,1,7,8,7,8,7,1,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"800",55,1,9,7,8,10,9,1,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"801",55,1,8,7,8,9,7,0,4,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"802",55,1,7,6,7,6,6,0,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"803",55,1,4,5,4,6,6,0,4,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"804",55,1,6,8,8,8,8,0,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"805",55,1,5,8,6,6,8,0,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"806",55,1,5,6,7,7,4,1,2,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"807",55,1,8,8,8,8,9,1,1,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"808",55,1,6,8,7,10,7,0,3,1,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
"809",56,0,7,6,6,7,9,1,3,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"810",56,0,8,7,8,7,7,1,6,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"811",56,0,6,5,4,6,4,0,1,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"812",56,0,7,5,5,7,6,1,2,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"813",56,0,8,7,6,7,7,1,2,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"814",56,0,9,8,8,10,9,1,2,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"815",56,0,7,7,8,5,7,1,2,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"816",56,0,7,6,7,5,4,0,2,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"817",56,0,8,8,10,8,10,0,2,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"818",56,0,8,6,6,7,7,1,6,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
"819",57,0,4,7,7,6,6,0,3,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"820",57,0,5,7,10,5,4,0,6,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"821",57,0,5,6,6,5,5,0,1,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"822",57,0,4,7,7,5,5,0,2,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"823",57,0,5,7,8,5,5,0,2,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"824",57,0,6,8,9,6,8,1,2,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"825",57,0,5,8,8,7,7,0,2,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"826",57,0,6,6,8,6,6,0,2,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"827",57,0,7,6,6,8,6,0,2,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"828",57,0,6,7,8,6,5,1,6,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"829",58,0,5,8,8,NA,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",58,0,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",58,0,6,5,7,6,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",58,0,4,4,7,2,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",58,0,6,7,6,8,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",58,0,6,6,7,8,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",58,0,6,7,7,7,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",58,0,5,7,7,6,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",58,0,8,7,8,8,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",58,0,7,6,6,6,8,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",59,0,4,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",59,0,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",59,0,5,6,7,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",59,0,5,6,8,6,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",59,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",59,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",59,0,6,7,7,3,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",59,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",59,0,7,7,7,2,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",59,0,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",60,0,5,7,8,8,8,1,3,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"850",60,0,6,5,6,10,7,0,6,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"851",60,0,3,5,6,4,6,0,1,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"852",60,0,4,7,7,4,4,0,2,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"853",60,0,6,6,6,8,6,0,2,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"854",60,0,4,6,8,6,5,0,2,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"855",60,0,5,7,8,6,5,0,2,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"856",60,0,4,6,7,6,7,0,2,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"857",60,0,6,8,8,7,7,0,2,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"858",60,0,5,7,6,6,5,1,6,6,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5
"859",61,0,3,NA,6,5,6,0,3,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"860",61,0,0,5,6,4,3,0,6,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"861",61,0,4,6,6,5,5,0,1,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"862",61,0,2,8,8,4,6,0,2,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"863",61,0,5,9,8,7,5,0,2,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"864",61,0,6,8,6,7,7,1,2,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"865",61,0,5,7,8,5,6,0,2,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"866",61,0,3,7,7,3,6,0,2,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"867",61,0,5,10,9,7,8,0,2,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"868",61,0,6,8,7,6,5,1,6,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"869",62,0,9,8,8,8,7,1,3,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"870",62,0,10,10,10,10,10,1,6,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"871",62,0,8,6,7,5,5,1,1,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"872",62,0,8,8,6,6,7,1,2,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"873",62,0,8,7,6,5,6,0,2,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"874",62,0,10,8,6,10,6,0,2,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"875",62,0,7,7,7,7,7,1,2,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"876",62,0,7,7,7,6,5,1,2,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"877",62,0,10,9,9,9,7,1,2,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"878",62,0,6,6,5,4,5,1,6,3,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2
"879",63,0,2,7,6,5,6,0,3,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"880",63,0,5,5,5,5,5,1,6,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"881",63,0,4,7,7,6,5,0,1,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"882",63,0,1,8,6,7,9,0,2,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"883",63,0,5,9,7,7,5,0,2,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"884",63,0,6,6,4,7,NA,0,2,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"885",63,0,5,8,8,5,7,0,2,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"886",63,0,4,7,8,6,7,0,2,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"887",63,0,7,7,8,7,3,0,2,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"888",63,0,5,6,6,7,6,0,6,4,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"889",64,0,4,6,6,5,4,0,3,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"890",64,0,6,8,6,6,7,0,6,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"891",64,0,3,6,4,3,7,0,1,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"892",64,0,4,8,6,4,9,0,2,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"893",64,0,6,9,6,6,6,0,2,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"894",64,0,7,9,7,8,8,0,2,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"895",64,0,6,8,7,4,7,0,2,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"896",64,0,3,6,7,6,5,0,2,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"897",64,0,8,7,7,9,6,1,2,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"898",64,0,6,7,6,5,6,1,6,4,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"899",65,0,8,8,8,8,6,1,3,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"900",65,0,7,7,6,8,7,1,6,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"901",65,0,6,6,7,7,5,0,1,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"902",65,0,5,5,6,8,6,0,2,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"903",65,0,7,7,7,7,7,0,2,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"904",65,0,8,9,8,9,8,1,2,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"905",65,0,5,7,7,7,6,0,2,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"906",65,0,6,7,8,7,6,0,2,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"907",65,0,7,8,9,9,5,0,2,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"908",65,0,6,6,7,8,6,1,6,6,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"909",66,1,2,2,6,3,2,0,2,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"910",66,1,8,7,7,7,7,0,2,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"911",66,1,4,9,9,8,8,0,NA,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"912",66,1,NA,NA,NA,NA,NA,0,NA,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"913",66,1,9,10,10,5,NA,1,6,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"914",66,1,5,7,8,8,8,0,2,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"915",66,1,6,7,7,7,8,0,3,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"916",66,1,2,7,7,5,4,1,4,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"917",66,1,7,8,7,6,8,1,4,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"918",66,1,6,8,7,7,8,0,6,3,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2
"919",67,1,3,9,9,7,9,0,2,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"920",67,1,8,8,8,7,8,0,2,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"921",67,1,7,8,7,5,NA,1,NA,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"922",67,1,NA,NA,NA,NA,NA,0,NA,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"923",67,1,7,10,10,3,NA,0,6,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"924",67,1,6,7,8,8,7,0,2,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"925",67,1,8,9,9,9,8,1,3,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"926",67,1,7,7,7,5,5,1,4,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
"927",67,1,7,7,7,6,5,1,4,6,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1
