"","iid","gender","attr_o","intel_o","sinc_o","fun_o","amb_o","dec_o","race_o","race","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"181",182,0,NA,NA,NA,NA,NA,0.2,3,1,4,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
"182",183,0,6.1,NA,NA,6.2,NA,0.2,3,2,6,9,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
"183",184,1,6.2,7.3,7.5,6.5,NA,0.8,3.1,2,7,5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
"184",185,1,5,6.2,5.8,5.4,NA,0.2,3.1,4,6,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
"185",186,1,5.3,7.6,7.3,6,NA,0.4,3.1,4,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
"186",187,1,4.7,6.2,6,5.6,NA,0.1,3.1,2,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
"187",188,1,4.4,6.5,6.3,6.1,NA,0.2,3.1,2,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
"188",189,1,5.4,7,7.2,5.8,NA,0.4,3.1,6,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
"189",190,1,6.7,6.9,6.5,7.9,6.7,0.6,3.1,2,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
"190",191,1,6.5,7.2,7.2,7.2,7.5,0.8,3.1,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
"191",192,1,6.5,7.2,6.5,7.5,NA,0.6,3.1,2,7,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
"192",193,1,6.1,7.5,7.2,NA,NA,0.5,3.1,4,1,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
"193",194,0,4.55,NA,5.85,4.95,5.4,0.15,2.7,2,3,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
"194",195,0,6.65,7.5,7,7.2,5.9,0.8,2.7,2,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
"195",196,0,6.35,6.65,6.95,4.75,5.25,0.4,2.7,4,2,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
"196",197,0,6.85,7.3,6.95,6.45,6.5,0.8,2.7,6,7,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
"197",198,0,4.6,6.35,6.6,4.5,5.6,0.15,2.7,4,7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
"198",199,0,7.3,6.8,5.85,6.05,6.15,0.75,2.7,2,2,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
"199",200,0,7.55,7.1,7.05,6.8,7.05,0.85,2.7,2,9,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
"200",201,0,6.6,7.35,7.3,6.45,6.45,0.35,2.7,2,7,8,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
"201",202,0,5.75,7.65,6.95,6.05,6.5,0.55,2.7,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
"202",203,0,6.95,8,7.4,6.4,6.3,0.75,2.7,2,2,3,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
"203",204,0,5.75,6.5,6.1,6.4,6.9,0.4,2.7,2,7,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
"204",205,0,6.25,6.85,6.55,5.8,5.95,0.65,2.7,2,2,8,2,6,8,6,6,7,2,6,9,3,3,8,5,6,3,5
"205",206,0,5.95,7.65,7.55,6.5,6.7,0.45,2.7,1,9,5,5,5,9,7,7,7,7,9,9,5,7,7,7,9,5,7
"206",207,0,8.45,6.8,6.65,8.15,6.85,0.95,2.7,2,1,10,8,8,7,5,5,2,3,4,3,7,7,6,5,7,9,6
"207",208,0,7.7,7.35,7.65,7.85,7.05,1,2.7,1,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8
"208",209,0,5.45,6.85,7.3,6.2,6.35,0.2,2.7,1,7,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3
"209",210,0,6.1,7.45,7.2,6.45,6.25,0.65,2.7,2,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1
"210",211,0,7.2,6.9,6.55,5.8,6.55,0.7,2.7,2,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7
"211",212,0,6.95,7.45,7.5,7.35,6.65,0.75,2.7,3,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3
"212",213,0,7.1,7.1,7.3,6.95,6.75,0.75,2.7,3,7,8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5
"213",214,1,5.7,7.7,7.45,NA,NA,0.15,2.35,2,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1
"214",215,1,6.9,8,NA,NA,8.3,0.4,2.35,4,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2
"215",216,1,3.6,7.05,6.55,6.15,NA,0.05,2.35,2,7,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1
"216",217,1,7.8,9.15,NA,NA,NA,0.65,2.35,2,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7
"217",218,1,5.4,NA,NA,NA,NA,0.15,2.35,2,2,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1
"218",219,1,7.4,NA,NA,NA,NA,0.45,2.35,2,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10
"219",220,1,5.25,8.35,8.15,NA,NA,0.15,2.35,6,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5
"220",221,1,6.05,8.2,7.75,NA,7.25,0.25,2.35,4,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1
"221",222,1,3.2,NA,NA,NA,NA,0.05,2.35,2,2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1
"222",223,1,5.35,7.65,7.85,NA,NA,0.05,2.35,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2
"223",224,1,5.95,8.35,8.05,NA,NA,0.3,2.35,2,15,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8
"224",225,1,6.1,7.95,7.95,NA,7.65,0.25,2.35,3,7,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6
"225",226,1,8.6,7.9,7.75,NA,NA,0.65,2.35,2,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4
"226",227,1,6.95,7.2,7.3,NA,NA,0.35,2.35,2,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1
"227",228,1,5.55,NA,8.05,5.3,NA,0.05,2.35,4,2,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8
"228",229,1,7.3,8.25,NA,NA,NA,0.4,2.35,2,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1
"229",230,1,5.7,NA,7,6.45,NA,0.2,2.35,2,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6
"230",231,1,5.95,7.3,7,NA,NA,0.25,2.35,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7
"231",232,1,5,NA,NA,NA,NA,0.1,2.35,2,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5
"232",233,1,NA,NA,NA,NA,NA,0.25,2.35,4,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6
"233",234,0,5.88888888888889,7.11111111111111,7.88888888888889,NA,NA,0.444444444444444,4,6,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4
"234",235,0,7.88888888888889,7,7.55555555555556,7.44444444444444,NA,0.888888888888889,4,2,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7
"235",236,0,5.55555555555556,NA,6.88888888888889,4.11111111111111,NA,0.111111111111111,4,4,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2
"236",237,0,5.33333333333333,7.44444444444444,7.66666666666667,5.88888888888889,NA,0.333333333333333,4,2,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10
"237",238,0,6.66666666666667,7.11111111111111,7.55555555555556,NA,NA,0.555555555555556,4,2,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6
"238",239,0,5.77777777777778,7.22222222222222,7.55555555555556,5.33333333333333,NA,0.333333333333333,4,2,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
"239",240,0,6.77777777777778,7,7.11111111111111,8,7.33333333333333,0.666666666666667,4,4,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3
"240",241,0,6.66666666666667,6.88888888888889,7.66666666666667,7.44444444444444,NA,0.888888888888889,4,4,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"241",242,0,8,7.44444444444444,7.33333333333333,7.11111111111111,5.88888888888889,0.777777777777778,4,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8
"242",243,1,5.66666666666667,7.44444444444444,6.55555555555556,5.66666666666667,5.44444444444444,0.777777777777778,3.22222222222222,2,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2
"243",244,1,6.33333333333333,7,7.22222222222222,6.66666666666667,7.77777777777778,0.666666666666667,3.22222222222222,2,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1
"244",245,1,4.77777777777778,8.55555555555556,6.33333333333333,5.77777777777778,7.33333333333333,0.333333333333333,3.22222222222222,2,1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6
"245",246,1,4.11111111111111,6.44444444444444,7.44444444444444,5.44444444444444,NA,0.111111111111111,3.22222222222222,2,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2
"246",247,1,4,7.55555555555556,7.66666666666667,4.66666666666667,6.33333333333333,0,3.22222222222222,4,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6
"247",248,1,7,6.66666666666667,6,7.66666666666667,7.66666666666667,0.777777777777778,3.22222222222222,6,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1
"248",249,1,4.22222222222222,NA,6.77777777777778,5.55555555555556,7.88888888888889,0,3.22222222222222,6,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1
"249",250,1,6.77777777777778,8,6.66666666666667,6.88888888888889,8.44444444444444,0.888888888888889,3.22222222222222,6,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5
"250",251,1,4.77777777777778,7.55555555555556,7.33333333333333,5.55555555555556,NA,0.222222222222222,3.22222222222222,6,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3
"251",252,0,6.83333333333333,NA,7.76190476190476,7.14285714285714,NA,0.523809523809524,2.57142857142857,3,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"252",253,0,3.85714285714286,NA,NA,NA,NA,0.238095238095238,2.57142857142857,4,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"253",254,0,5.80952380952381,NA,NA,NA,NA,0.428571428571429,2.57142857142857,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"254",255,0,5.71428571428571,NA,NA,NA,NA,0.333333333333333,2.57142857142857,4,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1
"255",256,0,6.57142857142857,NA,NA,6.33333333333333,NA,0.761904761904762,2.57142857142857,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"256",257,0,6.85714285714286,NA,NA,NA,NA,0.523809523809524,2.57142857142857,2,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"257",258,0,6.90476190476191,7.19047619047619,NA,NA,NA,0.666666666666667,2.57142857142857,6,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"258",259,0,NA,NA,NA,NA,NA,0.333333333333333,2.57142857142857,2,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"259",260,0,5.61904761904762,NA,NA,NA,NA,0.476190476190476,2.57142857142857,4,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"260",261,0,5.28571428571429,7.19047619047619,NA,NA,NA,0.428571428571429,2.57142857142857,4,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"261",262,0,5.38095238095238,NA,NA,5.90476190476191,NA,0.428571428571429,2.57142857142857,2,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"262",263,0,5.85714285714286,NA,7.14285714285714,7.28571428571429,NA,0.666666666666667,2.57142857142857,1,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"263",264,0,6.09523809523809,NA,NA,NA,NA,0.619047619047619,2.57142857142857,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"264",265,0,5,NA,6.47619047619048,NA,NA,0.333333333333333,2.57142857142857,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"265",266,0,7.35714285714286,NA,NA,NA,NA,0.80952380952381,2.57142857142857,2,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"266",267,0,5.95238095238095,NA,NA,NA,NA,0.238095238095238,2.57142857142857,4,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"267",268,0,8.5,NA,NA,NA,NA,0.952380952380952,2.57142857142857,3,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"268",269,0,7.47619047619048,NA,NA,7.14285714285714,NA,0.761904761904762,2.57142857142857,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"269",270,0,6.14285714285714,NA,NA,6.23809523809524,NA,0.571428571428571,2.57142857142857,4,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"270",271,0,6.52380952380952,NA,NA,6.19047619047619,NA,0.476190476190476,2.57142857142857,2,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"271",272,0,7.57142857142857,NA,7,6.71428571428571,NA,0.523809523809524,2.57142857142857,2,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"272",273,1,5.85714285714286,7.47619047619048,6.76190476190476,5.57142857142857,NA,0.333333333333333,2.9047619047619,2,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2
"273",274,1,5.61904761904762,6.23809523809524,6.23809523809524,5.85714285714286,6.09523809523809,0.285714285714286,2.9047619047619,3,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7
"274",275,1,6.28571428571429,7.28571428571429,6.47619047619048,5.23809523809524,NA,0.0476190476190476,2.9047619047619,2,7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9
"275",276,1,5.80952380952381,7.42857142857143,6.47619047619048,6.23809523809524,6.14285714285714,0.333333333333333,2.9047619047619,2,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2
"276",277,1,6.52380952380952,7.19047619047619,6.38095238095238,6.33333333333333,NA,0.571428571428571,2.9047619047619,2,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2
"277",278,1,4.47619047619048,7,6.19047619047619,5.14285714285714,6.52380952380952,0,2.9047619047619,2,2,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1
"278",279,1,7.02380952380952,7.38095238095238,6.38095238095238,6.42857142857143,6.90476190476191,0.571428571428571,2.9047619047619,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1
"279",280,1,4.85714285714286,7.95238095238095,7.14285714285714,5.42857142857143,NA,0.285714285714286,2.9047619047619,2,2,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2
"280",281,1,5.52380952380952,7.61904761904762,5.90476190476191,4.61904761904762,NA,0.19047619047619,2.9047619047619,2,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9
"281",282,1,6.47619047619048,6.85714285714286,7.04761904761905,7.14285714285714,NA,0.380952380952381,2.9047619047619,1,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1
"282",283,1,NA,NA,NA,NA,NA,0.142857142857143,2.9047619047619,4,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7
"283",284,1,5.80952380952381,7.04761904761905,6.76190476190476,5.95238095238095,NA,0.333333333333333,2.9047619047619,2,6,9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5
"284",285,1,4.57142857142857,7,6.71428571428571,4.61904761904762,6.14285714285714,0.0952380952380952,2.9047619047619,6,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10
"285",286,1,4.80952380952381,6.90476190476191,6.71428571428571,5.04761904761905,NA,0,2.9047619047619,2,2,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8
"286",287,1,NA,NA,NA,NA,NA,0,2.9047619047619,4,6,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8
"287",288,1,6,7.09523809523809,6.80952380952381,6.14285714285714,NA,0.476190476190476,2.9047619047619,2,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2
"288",289,1,6.09523809523809,7.19047619047619,7.04761904761905,7.38095238095238,NA,0.571428571428571,2.9047619047619,4,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1
"289",290,1,6.57142857142857,7.52380952380952,6.33333333333333,5.38095238095238,6.38095238095238,0.333333333333333,2.9047619047619,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5
"290",291,1,5.09523809523809,8.14285714285714,7.09523809523809,6.09523809523809,7.85714285714286,0.238095238095238,2.9047619047619,4,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5
"291",292,1,7.33333333333333,7.38095238095238,6.95238095238095,6.61904761904762,7.04761904761905,0.380952380952381,2.9047619047619,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1
"292",293,1,5.61904761904762,6.76190476190476,6.57142857142857,5.38095238095238,6.90476190476191,0.285714285714286,2.9047619047619,3,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4
"293",294,0,7.85714285714286,8.28571428571429,7.64285714285714,7.07142857142857,6.92857142857143,0.642857142857143,2.85714285714286,4,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5
"294",295,0,5.57142857142857,6.78571428571429,6.92857142857143,5.85714285714286,NA,0.142857142857143,2.85714285714286,2,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"295",296,0,5.21428571428571,7.78571428571429,7.42857142857143,5.92857142857143,7.07142857142857,0.357142857142857,2.85714285714286,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"296",297,0,7.21428571428571,6.57142857142857,7.35714285714286,6.57142857142857,NA,0.571428571428571,2.85714285714286,2,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"297",298,0,5.78571428571429,7.07142857142857,7.21428571428571,5.92857142857143,5.57142857142857,0.214285714285714,2.85714285714286,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"298",299,0,5.78571428571429,7.42857142857143,7.71428571428571,6.78571428571429,6.07142857142857,0.357142857142857,2.85714285714286,4,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4
"299",300,0,5.64285714285714,7.14285714285714,6.78571428571429,5.71428571428571,NA,0.214285714285714,2.85714285714286,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"300",301,0,6.14285714285714,8.07142857142857,7.5,6.5,7,0.285714285714286,2.85714285714286,2,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9
"301",302,0,5.07142857142857,5.71428571428571,5.64285714285714,6.28571428571429,5.85714285714286,0,2.85714285714286,2,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"302",303,0,7.21428571428571,7.64285714285714,7.14285714285714,6.85714285714286,6.28571428571429,0.571428571428571,2.85714285714286,2,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"303",304,0,6.42857142857143,6.57142857142857,7.35714285714286,7.14285714285714,6,0.285714285714286,2.85714285714286,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9
"304",305,0,6.57142857142857,7.21428571428571,7.21428571428571,5.92857142857143,6.21428571428571,0.214285714285714,2.85714285714286,4,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"305",306,0,6.92857142857143,6.64285714285714,7.57142857142857,6.07142857142857,NA,0.142857142857143,2.85714285714286,4,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"306",307,0,7.21428571428571,7.85714285714286,7.92857142857143,7.14285714285714,NA,0.642857142857143,2.85714285714286,4,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"307",308,1,5.07142857142857,8.42857142857143,8.14285714285714,NA,7.71428571428571,0.0714285714285714,2.71428571428571,4,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7
"308",309,1,6.64285714285714,NA,8.28571428571429,7.21428571428571,NA,0.5,2.71428571428571,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4
"309",310,1,6.07142857142857,NA,NA,NA,5.78571428571429,0.214285714285714,2.71428571428571,2,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3
"310",311,1,7.39285714285714,NA,7.92857142857143,7.14285714285714,NA,0.571428571428571,2.71428571428571,4,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8
"311",312,1,6.78571428571429,7.89285714285714,7.85714285714286,6.92857142857143,7.35714285714286,0.5,2.71428571428571,2,6,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1
"312",313,1,7,NA,8.21428571428571,NA,NA,0.642857142857143,2.71428571428571,2,6,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1
"313",314,1,5.57142857142857,8.28571428571429,7.71428571428571,5.85714285714286,7.57142857142857,0.0714285714285714,2.71428571428571,6,2,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8
"314",315,1,6.39285714285714,8.14285714285714,7.42857142857143,NA,NA,0.357142857142857,2.71428571428571,2,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2
"315",316,1,NA,8,7.57142857142857,8.14285714285714,8.42857142857143,0.642857142857143,2.71428571428571,2,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1
"316",317,1,7.92857142857143,NA,7.71428571428571,NA,NA,0.642857142857143,2.71428571428571,2,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1
"317",318,1,5.07142857142857,7.57142857142857,7.57142857142857,NA,NA,0.0714285714285714,2.71428571428571,6,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6
"318",319,1,4.42857142857143,NA,7.71428571428571,6.35714285714286,NA,0.214285714285714,2.71428571428571,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3
"319",320,1,5.5,7.64285714285714,7.07142857142857,5.64285714285714,NA,0,2.71428571428571,2,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1
"320",321,1,6.07142857142857,NA,6.57142857142857,NA,NA,0.357142857142857,2.71428571428571,2,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1
"321",322,0,6.44444444444444,6.88888888888889,6.77777777777778,6.11111111111111,6.22222222222222,0.222222222222222,NA,4,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"322",323,0,7.77777777777778,7.33333333333333,7.88888888888889,5.77777777777778,6.55555555555556,0.555555555555556,NA,4,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6
"323",324,0,7.11111111111111,7,7.33333333333333,7.66666666666667,NA,0.444444444444444,NA,2,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7
"324",325,0,6.22222222222222,7.33333333333333,7.77777777777778,8.11111111111111,7,0.333333333333333,NA,3,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6
"325",326,0,4.88888888888889,7.11111111111111,8.22222222222222,6.66666666666667,6.55555555555556,0.222222222222222,NA,1,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8
"326",327,0,8.33333333333333,7.88888888888889,7.55555555555556,8.11111111111111,7.44444444444444,0.888888888888889,NA,2,7,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5
"327",328,0,7.33333333333333,7.55555555555556,7.77777777777778,7,6.88888888888889,0.555555555555556,NA,2,2,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10
"328",329,0,5,6.77777777777778,6.88888888888889,4.77777777777778,NA,0.333333333333333,NA,2,2,3,2,7,7,10,10,3,1,4,10,2,10,7,6,8,2,1
"329",330,0,7.55555555555556,7.88888888888889,7.22222222222222,7.44444444444444,7.33333333333333,0.555555555555556,NA,4,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2
"330",331,0,4.44444444444444,6,6.77777777777778,4.66666666666667,5.66666666666667,0.111111111111111,NA,2,2,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10
"331",332,1,5.1,8.3,NA,7.1,NA,0.4,2.6,4,2,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1
"332",333,1,7.8,7.9,NA,8.1,NA,0.8,2.6,2,7,10,5,10,7,3,1,10,5,3,8,2,4,8,2,4,3,6
"333",334,1,7.3,7.9,NA,8,NA,0.5,2.6,4,4,9,4,9,9,8,8,5,6,8,5,5,6,6,3,5,8,5
"334",335,1,NA,NA,NA,NA,NA,0.6,2.6,2,2,9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7
"335",336,1,6.1,8,NA,7.4,NA,0.4,2.6,3,17,5,4,4,5,8,10,4,1,1,9,4,6,10,10,10,3,4
"336",337,1,5.9,8.2,NA,7.2,NA,0.4,2.6,2,5,9,9,8,8,8,7,5,4,6,7,5,7,8,7,6,4,4
"337",338,1,4.8,8,NA,5.8,NA,0.3,2.6,6,7,4,2,7,6,8,8,8,6,6,8,4,10,10,7,7,5,10
"338",339,1,7,7.7,NA,7.8,7.3,0.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",340,1,NA,NA,NA,NA,NA,0.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",341,0,NA,NA,NA,NA,NA,0.388888888888889,2.77777777777778,4,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"341",342,0,NA,NA,NA,NA,NA,0.166666666666667,2.77777777777778,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4
"342",343,0,NA,NA,NA,NA,NA,0.166666666666667,2.77777777777778,2,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"343",344,0,6.88888888888889,7.55555555555556,7.27777777777778,7.16666666666667,7.44444444444444,0.388888888888889,2.77777777777778,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"344",345,0,NA,NA,NA,NA,NA,0.333333333333333,2.77777777777778,2,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"345",346,0,8.27777777777778,7.88888888888889,7.88888888888889,7.44444444444444,7.55555555555556,0.777777777777778,2.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",347,0,NA,NA,NA,NA,NA,0.0555555555555556,2.77777777777778,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
