"","gender","attr_o","intel_o","sinc_o","fun_o","amb_o","dec_o","race_o","race","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"156",0,7.625,7.375,7.3125,7.4375,7.52095170454545,0.75,2.5625,4,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3
"157",1,4.5625,7.5,6.25,4.33753741581442,6.78480113636364,0,2.5625,2,2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1
"158",1,4.125,8,7.1875,5.875,7.06960227272727,0.125,2.5625,2,2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2
"159",1,7.375,7.4375,7.375,8,7.875,0.25,2.5625,1,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2
"160",1,7.75,8,7.4375,7.71253741581442,7.22230113636364,0.6875,2.5625,2,10,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2
"161",1,5.75,7.875,6.75,5.90003741581442,7.17365056818182,0.25,2.5625,4,4,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3
"162",1,6.875,7.6875,7.6875,7.25,6.98615056818182,0.5,2.5625,2,2,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1
"163",1,6.6875,8.125,7.8125,7,6.84730113636364,0.375,2.5625,2,2,7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2
"164",1,7.375,6.8125,7.0625,5.65003741581442,5.90980113636364,0.25,2.5625,2,6,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2
"165",1,6.875,7.0625,6.5625,6.3125,7.27095170454545,0.25,2.5625,6,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7
"166",1,5.9375,7.4375,6.8125,6.75,6.53480113636364,0.25,2.5625,2,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2
"167",1,4.875,7.6875,7.375,6.40003741581442,6.59730113636364,0.1875,2.5625,4,10,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3
"168",1,8.0625,8.375,8.0625,7.6875,7.47230113636364,0.8125,2.5625,2,2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4
"169",1,4.4375,8.125,7.3125,5.08753741581442,7.53480113636364,0,2.5625,4,4,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5
"170",1,5.8125,8.1875,7.75,6,7.40980113636364,0.3125,2.5625,2,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1
"171",1,6.9375,8.0625,7.9375,7.625,7.98615056818182,0.5,2.5625,2,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3
"172",1,6.125,8.125,7.4375,7.4375,7.22230113636364,0.375,2.5625,2,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6
"173",0,4.9,7.23693012884044,7.6,5.98011973060614,5.47784090909091,0.2,3,4,7,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5
"174",0,5.8,7.6,7.51752564577926,6,6.57784090909091,0.4,3,6,7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3
"175",0,7.01904114621602,7.73693012884044,7.73505129155852,5.44005986530307,7.47784090909091,0.4,3,4,7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3
"176",0,4.9,7.03693012884044,7.13505129155852,6.94005986530307,7.27784090909091,0,3,2,7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1
"177",0,4.71904114621602,7.43693012884044,7.61752564577926,6.04005986530307,6.83352272727273,0.3,3,4,4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8
"178",0,8,8.3,7.8,8.2,7.67784090909091,0.8,3,3,2,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
"179",0,7.41904114621602,7.33693012884044,7.71752564577926,7.14005986530307,6.93352272727273,0.9,3,4,7,7,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
"180",0,7.21904114621602,7.47386025768087,8.31752564577926,6.88011973060614,7.15568181818182,0.6,3,1,2,3,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
"181",0,5.31904114621602,7.33693012884044,7.51752564577926,6.64005986530307,7.35568181818182,0.2,3,1,4,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
"182",0,6.1,6.93693012884044,6.81752564577926,6.2,6.07784090909091,0.2,3,2,6,9,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
"183",1,6.2,7.3,7.5,6.5,7.07784090909091,0.8,3.1,2,7,5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
"184",1,5,6.2,5.8,5.4,6.37784090909091,0.2,3.1,4,6,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
"185",1,5.3,7.6,7.3,6,6.57784090909091,0.4,3.1,4,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
"186",1,4.7,6.2,6,5.6,5.95568181818182,0.1,3.1,2,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
"187",1,4.4,6.5,6.3,6.1,6.47784090909091,0.2,3.1,2,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
"188",1,5.4,7,7.2,5.8,6.47784090909091,0.4,3.1,6,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
"189",1,6.7,6.9,6.5,7.9,6.7,0.6,3.1,2,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
"190",1,6.5,7.2,7.2,7.2,7.5,0.8,3.1,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
"191",1,6.5,7.2,6.5,7.5,7.07784090909091,0.6,3.1,2,7,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
"192",1,6.1,7.5,7.2,7.04005986530307,7.27784090909091,0.5,3.1,4,1,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
"193",0,4.55,6.01846506442022,5.85,4.95,5.4,0.15,2.7,2,3,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
"194",0,6.65,7.5,7,7.2,5.9,0.8,2.7,2,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
"195",0,6.35,6.65,6.95,4.75,5.25,0.4,2.7,4,2,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
"196",0,6.85,7.3,6.95,6.45,6.5,0.8,2.7,6,7,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
"197",0,4.6,6.35,6.6,4.5,5.6,0.15,2.7,4,7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
"198",0,7.3,6.8,5.85,6.05,6.15,0.75,2.7,2,2,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
"199",0,7.55,7.1,7.05,6.8,7.05,0.85,2.7,2,9,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
"200",0,6.6,7.35,7.3,6.45,6.45,0.35,2.7,2,7,8,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
"201",0,5.75,7.65,6.95,6.05,6.5,0.55,2.7,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
"202",0,6.95,8,7.4,6.4,6.3,0.75,2.7,2,2,3,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
"203",0,5.75,6.5,6.1,6.4,6.9,0.4,2.7,2,7,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
"204",0,6.25,6.85,6.55,5.8,5.95,0.65,2.7,2,2,8,2,6,8,6,6,7,2,6,9,3,3,8,5,6,3,5
"205",0,5.95,7.65,7.55,6.5,6.7,0.45,2.7,1,9,5,5,5,9,7,7,7,7,9,9,5,7,7,7,9,5,7
"206",0,8.45,6.8,6.65,8.15,6.85,0.95,2.7,2,1,10,8,8,7,5,5,2,3,4,3,7,7,6,5,7,9,6
"207",0,7.7,7.35,7.65,7.85,7.05,1,2.7,1,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8
"208",0,5.45,6.85,7.3,6.2,6.35,0.2,2.7,1,7,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3
"209",0,6.1,7.45,7.2,6.45,6.25,0.65,2.7,2,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1
"210",0,7.2,6.9,6.55,5.8,6.55,0.7,2.7,2,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7
"211",0,6.95,7.45,7.5,7.35,6.65,0.75,2.7,3,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3
"212",0,7.1,7.1,7.3,6.95,6.75,0.75,2.7,3,7,8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5
"213",1,5.7,7.7,7.45,6.62002993265153,7.38892045454545,0.15,2.35,2,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1
"214",1,6.9,8,7.50876282288963,7.57002993265153,8.3,0.4,2.35,4,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2
"215",1,3.6,7.05,6.55,6.15,6.95568181818182,0.05,2.35,2,7,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1
"216",1,7.8,9.15,7.75876282288963,6.79005986530307,8.73892045454545,0.65,2.35,2,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7
"217",1,5.4,7.98693012884044,7.45876282288963,5.39005986530307,7.95568181818182,0.15,2.35,2,2,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1
"218",1,7.4,7.93693012884044,7.75876282288963,7.5600897979546,7.61676136363636,0.45,2.35,2,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10
"219",1,5.25,8.35,8.15,6.99005986530307,7.73892045454545,0.15,2.35,6,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5
"220",1,6.05,8.2,7.75,6.1100897979546,7.25,0.25,2.35,4,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1
"221",1,3.2,8.11846506442022,7.41752564577926,4.27002993265153,5.92784090909091,0.05,2.35,2,2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1
"222",1,5.35,7.65,7.85,5.57002993265153,7.17784090909091,0.05,2.35,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2
"223",1,5.95,8.35,8.05,6.08011973060614,7.51676136363636,0.3,2.35,2,15,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8
"224",1,6.1,7.95,7.95,7.17002993265153,7.65,0.25,2.35,3,7,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6
"225",1,8.6,7.9,7.75,7.74005986530307,7.93892045454545,0.65,2.35,2,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4
"226",1,6.95,7.2,7.3,6.84005986530307,7.43892045454545,0.35,2.35,2,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1
"227",1,5.55,8.26846506442022,8.05,5.3,7.30568181818182,0.05,2.35,4,2,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8
"228",1,7.3,8.25,7.20876282288963,7.22002993265153,8.12784090909091,0.4,2.35,2,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1
"229",1,5.7,6.73693012884044,7,6.45,6.93892045454545,0.2,2.35,2,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6
"230",1,5.95,7.3,7,7.02002993265153,7.46676136363636,0.25,2.35,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7
"231",1,5,7.46846506442022,7.75876282288963,5.52002993265153,6.86676136363636,0.1,2.35,2,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5
"232",1,5.60952057310801,7.56846506442022,7.41752564577926,6.8100897979546,7.66676136363636,0.25,2.35,4,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6
"233",0,5.88888888888889,7.11111111111111,7.88888888888889,6.71117762811452,7.1729797979798,0.444444444444444,4,6,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4
"234",0,7.88888888888889,7,7.55555555555556,7.44444444444444,6.06186868686869,0.888888888888889,4,2,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7
"235",0,5.55555555555556,7.2632556987116,6.88888888888889,4.11111111111111,6.06186868686869,0.111111111111111,4,4,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2
"236",0,5.33333333333333,7.44444444444444,7.66666666666667,5.88888888888889,6.37058080808081,0.333333333333333,4,2,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10
"237",0,6.66666666666667,7.11111111111111,7.55555555555556,6.71117762811452,7.0864898989899,0.555555555555556,4,2,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6
"238",0,5.77777777777778,7.22222222222222,7.55555555555556,5.33333333333333,5.64204545454545,0.333333333333333,4,2,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
"239",0,6.77777777777778,7,7.11111111111111,8,7.33333333333333,0.666666666666667,4,4,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3
"240",0,6.66666666666667,6.88888888888889,7.66666666666667,7.44444444444444,7.06186868686869,0.888888888888889,4,4,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"241",0,8,7.44444444444444,7.33333333333333,7.11111111111111,5.88888888888889,0.777777777777778,4,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8
"242",1,5.66666666666667,7.44444444444444,6.55555555555556,5.66666666666667,5.44444444444444,0.777777777777778,3.22222222222222,2,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2
"243",1,6.33333333333333,7,7.22222222222222,6.66666666666667,7.77777777777778,0.666666666666667,3.22222222222222,2,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1
"244",1,4.77777777777778,8.55555555555556,6.33333333333333,5.77777777777778,7.33333333333333,0.333333333333333,3.22222222222222,2,1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6
"245",1,4.11111111111111,6.44444444444444,7.44444444444444,5.44444444444444,5.86426767676768,0.111111111111111,3.22222222222222,2,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2
"246",1,4,7.55555555555556,7.66666666666667,4.66666666666667,6.33333333333333,0,3.22222222222222,4,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6
"247",1,7,6.66666666666667,6,7.66666666666667,7.66666666666667,0.777777777777778,3.22222222222222,6,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1
"248",1,4.22222222222222,7.37436680982271,6.77777777777778,5.55555555555556,7.88888888888889,0,3.22222222222222,6,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1
"249",1,6.77777777777778,8,6.66666666666667,6.88888888888889,8.44444444444444,0.888888888888889,3.22222222222222,6,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5
"250",1,4.77777777777778,7.55555555555556,7.33333333333333,5.55555555555556,6.06186868686869,0.222222222222222,3.22222222222222,6,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3
"251",0,6.83333333333333,7.25568101373354,7.76190476190476,7.14285714285714,6.88365800865801,0.523809523809524,2.57142857142857,3,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"252",0,3.85714285714286,6.89231440841946,6.29405983132346,4.73336184062051,5.96834415584416,0.238095238095238,2.57142857142857,4,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"253",0,5.80952380952381,7.87472863278116,7.10358364084727,6.25717136443003,6.75135281385281,0.428571428571429,2.57142857142857,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"254",0,5.71428571428571,6.1128238708764,6.24644078370441,5.06669517395384,5.60849567099567,0.333333333333333,2.57142857142857,4,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1
"255",0,6.57142857142857,7.54139529944783,7.19882173608536,6.33333333333333,6.88365800865801,0.761904761904762,2.57142857142857,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"256",0,6.85714285714286,6.73187148992402,7.00834554560917,6.44764755490622,6.53977272727273,0.523809523809524,2.57142857142857,2,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"257",0,6.90476190476191,7.19047619047619,7.24644078370441,6.87621898347765,6.58739177489177,0.666666666666667,2.57142857142857,6,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"258",0,6.53287673629334,7.39853815659068,6.15954823407549,5.89529510981245,6.82548701298701,0.333333333333333,2.57142857142857,2,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"259",0,5.61904761904762,7.54139529944783,6.86548840275203,6.01907612633479,6.82548701298701,0.476190476190476,2.57142857142857,4,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"260",0,5.28571428571429,7.19047619047619,6.38929792656155,5.59050469776337,5.93127705627706,0.428571428571429,2.57142857142857,4,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"261",0,5.38095238095238,7.58901434706687,7.4369169741806,5.90476190476191,6.15882034632035,0.428571428571429,2.57142857142857,2,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"262",0,5.85714285714286,7.54139529944783,7.14285714285714,7.28571428571429,6.45508658008658,0.666666666666667,2.57142857142857,1,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"263",0,6.09523809523809,7.16044291849545,6.91310745037108,6.30479041204908,6.34929653679654,0.619047619047619,2.57142857142857,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"264",0,5,6.96996672801925,6.47619047619048,3.97145707871575,5.51325757575758,0.333333333333333,2.57142857142857,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"265",0,7.35714285714286,7.75568101373354,7.84167887894251,7.04288565014432,6.32548701298701,0.80952380952381,2.57142857142857,2,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"266",0,5.95238095238095,6.06520482325735,6.62739316465679,5.59050469776337,5.58739177489177,0.238095238095238,2.57142857142857,4,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"267",0,8.5,8.18425244230497,8.12739316465679,7.47145707871575,7.66937229437229,0.952380952380952,2.57142857142857,3,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"268",0,7.47619047619048,7.96996672801925,7.68335775788501,7.14285714285714,7.1112012987013,0.761904761904762,2.57142857142857,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"269",0,6.14285714285714,7.63663339468592,7.00834554560917,6.23809523809524,6.50270562770563,0.571428571428571,2.57142857142857,4,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"270",0,6.52380952380952,6.20806196611449,6.10358364084727,6.19047619047619,5.87310606060606,0.476190476190476,2.57142857142857,2,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"271",0,7.57142857142857,6.54139529944783,7,6.71428571428571,6.55032467532468,0.523809523809524,2.57142857142857,2,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"272",1,5.85714285714286,7.47619047619048,6.76190476190476,5.57142857142857,6.37040043290043,0.333333333333333,2.9047619047619,2,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2
"273",1,5.61904761904762,6.23809523809524,6.23809523809524,5.85714285714286,6.09523809523809,0.285714285714286,2.9047619047619,3,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7
"274",1,6.28571428571429,7.28571428571429,6.47619047619048,5.23809523809524,6.70373376623377,0.0476190476190476,2.9047619047619,2,7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9
"275",1,5.80952380952381,7.42857142857143,6.47619047619048,6.23809523809524,6.14285714285714,0.333333333333333,2.9047619047619,2,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2
"276",1,6.52380952380952,7.19047619047619,6.38095238095238,6.33333333333333,6.46563852813853,0.571428571428571,2.9047619047619,2,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2
"277",1,4.47619047619048,7,6.19047619047619,5.14285714285714,6.52380952380952,0,2.9047619047619,2,2,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1
"278",1,7.02380952380952,7.38095238095238,6.38095238095238,6.42857142857143,6.90476190476191,0.571428571428571,2.9047619047619,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1
"279",1,4.85714285714286,7.95238095238095,7.14285714285714,5.42857142857143,6.16937229437229,0.285714285714286,2.9047619047619,2,2,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2
"280",1,5.52380952380952,7.61904761904762,5.90476190476191,4.61904761904762,5.98944805194805,0.19047619047619,2.9047619047619,2,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9
"281",1,6.47619047619048,6.85714285714286,7.04761904761905,7.14285714285714,6.32278138528139,0.380952380952381,2.9047619047619,1,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1
"282",1,5.15192435534096,7.1128238708764,7.19882173608536,5.73336184062051,6.22754329004329,0.142857142857143,2.9047619047619,4,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7
"283",1,5.80952380952381,7.04761904761905,6.76190476190476,5.95238095238095,6.13230519480519,0.333333333333333,2.9047619047619,2,6,9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5
"284",1,4.57142857142857,7,6.71428571428571,4.61904761904762,6.14285714285714,0.0952380952380952,2.9047619047619,6,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10
"285",1,4.80952380952381,6.90476190476191,6.71428571428571,5.04761904761905,6.13230519480519,0,2.9047619047619,2,2,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8
"286",1,4.43763864105525,6.20806196611449,4.96072649799012,4.30479041204908,6.08468614718615,0,2.9047619047619,4,6,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8
"287",1,6,7.09523809523809,6.80952380952381,6.14285714285714,6.56087662337662,0.476190476190476,2.9047619047619,2,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2
"288",1,6.09523809523809,7.19047619047619,7.04761904761905,7.38095238095238,6.65611471861472,0.571428571428571,2.9047619047619,4,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1
"289",1,6.57142857142857,7.52380952380952,6.33333333333333,5.38095238095238,6.38095238095238,0.333333333333333,2.9047619047619,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5
"290",1,5.09523809523809,8.14285714285714,7.09523809523809,6.09523809523809,7.85714285714286,0.238095238095238,2.9047619047619,4,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5
"291",1,7.33333333333333,7.38095238095238,6.95238095238095,6.61904761904762,7.04761904761905,0.380952380952381,2.9047619047619,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1
"292",1,5.61904761904762,6.76190476190476,6.57142857142857,5.38095238095238,6.90476190476191,0.285714285714286,2.9047619047619,3,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4
"293",0,7.85714285714286,8.28571428571429,7.64285714285714,7.07142857142857,6.92857142857143,0.642857142857143,2.85714285714286,4,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5
"294",0,5.57142857142857,6.78571428571429,6.92857142857143,5.85714285714286,5.76988636363636,0.142857142857143,2.85714285714286,2,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8
"295",0,5.21428571428571,7.78571428571429,7.42857142857143,5.92857142857143,7.07142857142857,0.357142857142857,2.85714285714286,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"296",0,7.21428571428571,6.57142857142857,7.35714285714286,6.57142857142857,6.05560064935065,0.571428571428571,2.85714285714286,2,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"297",0,5.78571428571429,7.07142857142857,7.21428571428571,5.92857142857143,5.57142857142857,0.214285714285714,2.85714285714286,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"298",0,5.78571428571429,7.42857142857143,7.71428571428571,6.78571428571429,6.07142857142857,0.357142857142857,2.85714285714286,4,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4
"299",0,5.64285714285714,7.14285714285714,6.78571428571429,5.71428571428571,5.84131493506494,0.214285714285714,2.85714285714286,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"300",0,6.14285714285714,8.07142857142857,7.5,6.5,7,0.285714285714286,2.85714285714286,2,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9
"301",0,5.07142857142857,5.71428571428571,5.64285714285714,6.28571428571429,5.85714285714286,0,2.85714285714286,2,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"302",0,7.21428571428571,7.64285714285714,7.14285714285714,6.85714285714286,6.28571428571429,0.571428571428571,2.85714285714286,2,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"303",0,6.42857142857143,6.57142857142857,7.35714285714286,7.14285714285714,6,0.285714285714286,2.85714285714286,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9
"304",0,6.57142857142857,7.21428571428571,7.21428571428571,5.92857142857143,6.21428571428571,0.214285714285714,2.85714285714286,4,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"305",0,6.92857142857143,6.64285714285714,7.57142857142857,6.07142857142857,5.48417207792208,0.142857142857143,2.85714285714286,4,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"306",0,7.21428571428571,7.85714285714286,7.92857142857143,7.14285714285714,6.34131493506494,0.642857142857143,2.85714285714286,4,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"307",1,5.07142857142857,8.42857142857143,8.14285714285714,5.88575704664505,7.71428571428571,0.0714285714285714,2.71428571428571,4,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7
"308",1,6.64285714285714,8.31209294917174,8.28571428571429,7.21428571428571,6.98417207792208,0.5,2.71428571428571,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4
"309",1,6.07142857142857,7.52637866345745,6.94108974698519,5.02861418950219,5.78571428571429,0.214285714285714,2.71428571428571,2,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3
"310",1,7.39285714285714,7.83847161262919,7.92857142857143,7.14285714285714,7.39691558441558,0.571428571428571,2.71428571428571,4,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8
"311",1,6.78571428571429,7.89285714285714,7.85714285714286,6.92857142857143,7.35714285714286,0.5,2.71428571428571,2,6,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1
"312",1,7,8.12418589834348,8.21428571428571,7.67147133235933,7.1112012987013,0.642857142857143,2.71428571428571,2,6,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1
"313",1,5.57142857142857,8.28571428571429,7.71428571428571,5.85714285714286,7.57142857142857,0.0714285714285714,2.71428571428571,6,2,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8
"314",1,6.39285714285714,8.14285714285714,7.42857142857143,6.31432847521648,7.19845779220779,0.357142857142857,2.71428571428571,2,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2
